TrialLessonID;TimeTableID;PersonID;TrialLessonTypeID;DateTrialLesson;DateRequestedTrialLesson;isDeleted;isMoved
2954;3;4688;1;18-04-16 18:34;14-04-16 18:35;NULL;18-04-16 19:27
2955;1044;4757;1;25-04-16 09:33;15-04-16 09:34;NULL;18-04-16 16:06
2956;5;4900;1;21-04-16 17:22;15-04-16 17:35;NULL;21-04-16 14:58
2957;3;4901;5;18-04-16 20:49;15-04-16 20:53;NULL;NULL
2958;1;4902;4;20-04-16 08:05;16-04-16 08:11;NULL;NULL
2959;1044;4903;4;18-04-16 00:21;17-04-16 00:22;NULL;NULL
2960;1;4904;4;20-04-16 10:37;17-04-16 10:41;NULL;NULL
2961;1;4905;4;04-05-16 18:19;17-04-16 18:23;NULL;NULL
2962;5;4906;5;21-04-16 22:43;17-04-16 22:46;NULL;19-04-16 16:53
2963;7;4907;2;22-04-16 00:23;18-04-16 00:31;NULL;NULL
2966;5;4797;2;12-05-16 12:41;18-04-16 12:41;NULL;NULL
2967;1044;4872;1;25-04-16 13:07;18-04-16 13:19;NULL;25-04-16 10:20
2968;3;4871;4;25-04-16 15:43;18-04-16 15:44;NULL;NULL
2969;1044;4757;4;25-04-16 16:06;18-04-16 16:06;NULL;NULL
2970;5;4688;4;21-04-16 19:26;18-04-16 19:27;NULL;NULL
2971;3;4908;5;25-04-16 22:33;18-04-16 22:38;NULL;NULL
2972;5;4909;5;21-04-16 13:38;19-04-16 13:39;NULL;NULL
2973;3;4910;5;25-04-16 14:14;19-04-16 14:21;NULL;NULL
2975;3;4906;5;02-05-16 16:51;19-04-16 16:52;NULL;02-05-16 13:46
2976;1044;4821;3;25-04-16 18:11;19-04-16 18:12;NULL;NULL
2977;1044;4911;3;25-04-16 18:10;19-04-16 18:18;NULL;NULL
2978;2;4856;1;22-04-16 16:37;20-04-16 16:37;NULL;21-04-16 00:24
2979;1045;4870;4;21-04-16 17:48;20-04-16 17:51;NULL;NULL
2980;1045;4856;1;28-04-16 00:23;21-04-16 00:24;NULL;25-04-16 11:43
2981;1045;4881;2;05-05-16 11:48;21-04-16 11:50;NULL;NULL
2982;1044;4843;1;09-05-16 13:22;21-04-16 13:23;NULL;09-05-16 10:04
2983;1044;4844;1;09-05-16 13:23;21-04-16 13:24;NULL;09-05-16 14:53
2984;1;4900;1;04-05-16 14:56;21-04-16 14:58;NULL;03-05-16 16:55
2985;1045;4912;4;28-04-16 15:08;21-04-16 15:10;NULL;NULL
2986;2;4862;1;06-05-16 15:24;21-04-16 15:26;NULL;03-05-16 12:29
2987;2;4913;1;06-05-16 22:07;21-04-16 22:08;NULL;06-05-16 14:11
2990;1044;4914;5;25-04-16 21:36;23-04-16 21:38;NULL;NULL
2991;5;4915;5;28-04-16 14:54;24-04-16 15:14;NULL;NULL
2992;3;4916;3;25-04-16 17:46;24-04-16 17:47;NULL;NULL
2993;1044;4917;5;02-05-16 22:37;25-04-16 00:02;NULL;02-05-16 11:50
2994;1045;4872;4;28-04-16 10:19;25-04-16 10:20;NULL;NULL
2995;1044;4918;4;02-05-16 10:40;25-04-16 10:43;NULL;NULL
2996;1044;4856;4;25-04-16 11:43;25-04-16 11:43;NULL;NULL
2997;2;4919;4;29-04-16 12:16;25-04-16 12:21;NULL;NULL
2998;2;4919;1;29-04-16 12:22;25-04-16 12:23;14-05-16 20:02;NULL
2999;3;4920;5;25-04-16 12:30;25-04-16 12:31;NULL;NULL
3000;5;4921;3;28-04-16 12:44;25-04-16 12:46;NULL;NULL
3001;1044;4922;5;25-04-16 12:53;25-04-16 12:54;NULL;NULL
3002;1044;4923;3;25-04-16 18:39;25-04-16 18:41;NULL;NULL
3003;1044;4924;5;09-05-16 22:13;25-04-16 22:27;NULL;09-05-16 10:37
3004;1044;4925;4;25-04-16 22:29;25-04-16 22:31;NULL;NULL
3005;1045;4926;4;28-04-16 23:02;25-04-16 23:03;NULL;NULL
3006;1044;4927;1;02-05-16 08:01;26-04-16 08:03;NULL;02-05-16 15:23
3007;5;4928;5;28-04-16 13:34;26-04-16 13:35;NULL;NULL
3008;2;4930;4;29-04-16 20:05;26-04-16 20:07;NULL;NULL
3009;6;4931;3;03-05-16 21:35;26-04-16 21:37;NULL;NULL
3010;5;4932;1;28-04-16 10:59;27-04-16 11:02;NULL;27-04-16 13:24
3011;5;4932;3;12-05-16 13:24;27-04-16 13:24;NULL;NULL
3012;5;4933;3;12-05-16 13:38;27-04-16 13:40;NULL;NULL
3013;1044;4934;1;02-05-16 16:55;27-04-16 16:59;NULL;02-05-16 17:46
3014;1;4935;1;18-05-16 20:59;27-04-16 21:01;NULL;18-05-16 15:34
3015;1045;4936;5;28-04-16 14:21;28-04-16 14:22;NULL;NULL
3016;1;4937;5;04-05-16 14:53;28-04-16 14:55;NULL;NULL
3017;6;4938;3;03-05-16 15:55;28-04-16 16:12;NULL;NULL
3018;5;4939;5;12-05-16 19:58;28-04-16 20:02;NULL;11-05-16 10:34
3019;1;4631;1;04-05-16 21:29;30-04-16 21:31;NULL;03-05-16 20:27
3020;1;4940;3;04-05-16 16:10;01-05-16 16:12;NULL;NULL
3021;3;4941;1;09-05-16 00:22;02-05-16 00:23;NULL;09-05-16 17:37
3022;1;4917;5;11-05-16 11:49;02-05-16 11:49;NULL;11-05-16 12:17
3023;3;4906;5;09-05-16 13:44;02-05-16 13:45;NULL;09-05-16 12:39
3024;5;4942;5;12-05-16 13:42;02-05-16 15:18;11-05-16 19:48;NULL
3025;5;4942;5;12-05-16 15:20;02-05-16 15:23;NULL;NULL
3026;1;4927;4;11-05-16 15:22;02-05-16 15:23;NULL;NULL
3027;3;4943;3;09-05-16 17:04;02-05-16 17:06;NULL;NULL
3028;2;4934;1;06-05-16 17:46;02-05-16 17:46;NULL;02-05-16 17:47
3029;2;4934;4;06-05-16 17:47;02-05-16 17:47;NULL;NULL
3030;1044;4944;1;09-05-16 09:34;03-05-16 09:35;NULL;09-05-16 14:19
3031;1044;4945;4;09-05-16 10:54;03-05-16 10:58;NULL;NULL
3032;1044;4946;4;09-05-16 10:59;03-05-16 11:00;NULL;NULL
3033;1044;4862;4;23-05-16 12:29;03-05-16 12:29;NULL;NULL
3034;2;4900;1;06-05-16 16:54;03-05-16 16:54;NULL;04-05-16 19:10
3035;7;4896;4;20-05-16 17:47;03-05-16 17:47;NULL;NULL
3036;1;4631;4;11-05-16 20:25;03-05-16 20:26;NULL;NULL
3037;1045;4947;1;12-05-16 21:22;03-05-16 21:24;NULL;12-05-16 12:51
3038;2;4900;1;06-05-16 19:10;04-05-16 19:10;NULL;06-05-16 14:01
3039;1;4900;4;11-05-16 14:00;06-05-16 14:01;NULL;NULL
3040;2;4913;4;13-05-16 14:11;06-05-16 14:11;NULL;NULL
3041;1045;4948;5;12-05-16 22:47;06-05-16 22:53;11-05-16 19:49;NULL
3042;1045;4949;3;12-05-16 22:47;06-05-16 23:00;NULL;NULL
3043;1045;4948;5;12-05-16 23:00;06-05-16 23:02;11-05-16 19:49;NULL
3044;1045;4948;5;12-05-16 23:01;06-05-16 23:03;11-05-16 19:49;NULL
3045;1045;4948;5;12-05-16 23:03;06-05-16 23:05;11-05-16 19:49;NULL
3046;1045;4948;5;12-05-16 23:05;06-05-16 23:06;11-05-16 19:49;NULL
3047;1045;4948;5;12-05-16 23:06;06-05-16 23:08;11-05-16 19:49;NULL
3048;1045;4948;5;12-05-16 23:07;06-05-16 23:10;11-05-16 19:49;NULL
3049;1045;4948;5;12-05-16 23:10;06-05-16 23:13;11-05-16 19:50;NULL
3050;1045;4948;5;12-05-16 23:12;06-05-16 23:14;NULL;NULL
3051;1045;4950;4;19-05-16 09:11;08-05-16 09:38;NULL;NULL
3052;1045;4843;1;19-05-16 10:03;09-05-16 10:05;NULL;19-05-16 13:18
3053;1045;4924;5;12-05-16 10:12;09-05-16 10:37;NULL;NULL
3054;3;4761;5;09-05-16 11:39;09-05-16 11:41;NULL;NULL
3056;5;4906;5;19-05-16 12:37;09-05-16 12:40;NULL;NULL
3057;1;4944;1;11-05-16 14:18;09-05-16 14:19;NULL;09-05-16 14:23
3058;1044;4944;1;16-05-16 14:23;09-05-16 14:24;NULL;16-05-16 10:28
3059;1045;4844;1;26-05-16 14:52;09-05-16 14:54;NULL;26-05-16 10:40
3060;5;4941;2;12-05-16 17:36;09-05-16 17:37;NULL;NULL
3061;1;4953;5;11-05-16 19:41;09-05-16 19:43;NULL;NULL
3062;2;4954;4;13-05-16 09:10;10-05-16 09:18;NULL;NULL
3063;3;4956;3;30-05-16 20:58;10-05-16 21:05;NULL;NULL
3064;5;4939;5;19-05-16 10:33;11-05-16 10:35;NULL;NULL
3065;2;4917;5;20-05-16 12:17;11-05-16 12:18;NULL;NULL
3066;1045;4957;3;12-05-16 12:18;12-05-16 12:21;NULL;NULL
3067;2;4947;4;13-05-16 12:50;12-05-16 12:51;NULL;NULL
3068;3;4958;3;30-05-16 17:44;12-05-16 19:30;NULL;NULL
3069;1045;4959;3;12-05-16 19:55;12-05-16 19:55;NULL;NULL
3070;5;4960;5;19-05-16 17:23;13-05-16 17:27;NULL;NULL
3071;7;4961;5;20-05-16 20:41;14-05-16 20:44;NULL;NULL
3072;3;4962;4;13-06-16 11:54;15-05-16 11:57;NULL;NULL
3073;1044;4944;4;30-05-16 10:28;16-05-16 10:28;NULL;NULL
3074;1045;4963;1;19-05-16 13:46;16-05-16 13:48;NULL;18-05-16 23:34
3075;2;4964;1;20-05-16 22:13;16-05-16 22:13;NULL;20-05-16 17:27
3076;1045;4965;4;19-05-16 22:36;16-05-16 22:37;NULL;NULL
3077;7;4966;5;27-05-16 16:11;17-05-16 16:16;NULL;NULL
3078;1;4935;1;01-06-16 15:33;18-05-16 15:34;NULL;01-06-16 11:12
3079;5;4941;1;19-05-16 20:15;18-05-16 20:16;NULL;19-05-16 11:47
3080;1044;4963;1;13-06-16 23:34;18-05-16 23:34;NULL;16-06-16 10:24
3081;3;4941;1;13-06-16 11:47;19-05-16 11:47;NULL;05-06-16 20:10
3082;1045;4843;1;02-06-16 13:17;19-05-16 13:18;NULL;02-06-16 13:07
3083;2;4967;4;27-05-16 16:46;19-05-16 16:52;NULL;NULL
3084;7;4968;5;03-06-16 22:20;19-05-16 22:23;NULL;NULL
3085;5;4969;1;26-05-16 03:25;20-05-16 03:27;NULL;26-05-16 10:12
3086;7;4970;1;03-06-16 21:13;20-05-16 12:00;27-05-16 18:58;NULL
3087;7;4970;1;03-06-16 12:00;20-05-16 12:02;NULL;03-06-16 12:03
3088;2;4971;4;20-05-16 12:52;20-05-16 12:54;NULL;NULL
3089;1;4972;5;25-05-16 15:49;20-05-16 16:15;NULL;NULL
3090;1;4964;1;25-05-16 17:27;20-05-16 17:27;NULL;25-05-16 14:53
3091;5;4973;4;26-05-16 20:15;20-05-16 20:16;NULL;NULL
3092;1;4974;5;25-05-16 18:53;21-05-16 18:55;NULL;NULL
3093;5;4975;5;26-05-16 02:32;22-05-16 02:35;NULL;NULL
3094;1045;4976;5;26-05-16 10:02;22-05-16 10:05;NULL;22-05-16 19:06
3095;7;4977;5;27-05-16 14:36;22-05-16 14:38;NULL;NULL
3096;2;4978;4;27-05-16 15:05;22-05-16 15:06;NULL;NULL
3097;1044;4976;5;30-05-16 19:04;22-05-16 19:06;NULL;29-05-16 21:30
3098;5;4979;2;26-05-16 18:44;23-05-16 18:46;NULL;NULL
3099;1045;1175;5;26-05-16 18:50;23-05-16 18:51;17-06-16 11:59;NULL
3100;6;4980;5;24-05-16 21:43;23-05-16 21:44;NULL;NULL
3101;6;4981;3;31-05-16 01:24;25-05-16 01:28;NULL;NULL
3104;2;4979;4;27-05-16 10:27;25-05-16 11:16;NULL;NULL
3105;1;4964;1;01-06-16 14:53;25-05-16 14:53;NULL;01-06-16 17:26
3106;2;4982;4;27-05-16 20:14;25-05-16 20:19;NULL;NULL
3107;5;4983;3;26-05-16 20:17;25-05-16 20:26;NULL;NULL
3108;3;4969;4;30-05-16 10:11;26-05-16 10:12;NULL;NULL
3109;1045;4844;1;02-06-16 10:39;26-05-16 10:40;NULL;02-06-16 13:12
3110;1044;4984;1;30-05-16 12:32;26-05-16 12:34;NULL;30-05-16 15:47
4075;7;5964;3;03-06-16 15:26;28-05-16 15:29;NULL;NULL
4076;7;5965;1;03-06-16 21:27;28-05-16 21:30;NULL;01-06-16 19:55
4077;1045;4976;5;02-06-16 21:29;29-05-16 21:30;NULL;NULL
4078;1;5966;1;08-06-16 11:56;30-05-16 12:00;NULL;NULL
4079;1;4984;1;08-06-16 15:46;30-05-16 15:47;NULL;30-05-16 15:48
4080;1045;4984;4;09-06-16 15:47;30-05-16 15:47;NULL;NULL
4081;6;5967;3;31-05-16 15:58;30-05-16 15:59;NULL;NULL
4082;5;5968;1;09-06-16 23:20;30-05-16 23:23;NULL;NULL
4084;1;4935;1;15-06-16 11:12;01-06-16 11:12;NULL;15-06-16 12:10
4085;1;5969;5;08-06-16 12:55;01-06-16 12:57;NULL;NULL
4086;2;4964;4;03-06-16 17:26;01-06-16 17:26;NULL;NULL
4087;7;5965;1;17-06-16 19:54;01-06-16 19:55;NULL;16-06-16 20:47
4088;7;5970;1;17-06-16 19:59;01-06-16 20:02;NULL;NULL
4089;2;5971;5;03-06-16 10:11;02-06-16 10:12;NULL;NULL
4090;1044;4843;4;20-06-16 13:06;02-06-16 13:07;NULL;NULL
4091;1044;4844;4;20-06-16 13:11;02-06-16 13:12;NULL;NULL
4092;6;4970;4;21-06-16 12:03;03-06-16 12:03;NULL;NULL
4093;1;5972;5;08-06-16 16:47;03-06-16 16:49;NULL;NULL
4094;1044;5973;4;06-06-16 18:02;03-06-16 18:03;NULL;NULL
4095;3;5974;5;06-06-16 18:40;03-06-16 18:42;NULL;NULL
4096;3;5975;1;06-06-16 23:02;03-06-16 23:13;NULL;NULL
4097;6;5976;1;14-06-16 19:39;04-06-16 19:43;NULL;NULL
4098;6;5977;1;14-06-16 19:39;04-06-16 19:44;NULL;NULL
4099;3;4941;1;06-06-16 20:10;05-06-16 20:10;NULL;NULL
4100;3;5978;1;06-06-16 18:16;06-06-16 18:17;NULL;NULL
4101;1045;1175;5;09-06-16 20:06;06-06-16 20:07;17-06-16 11:07;NULL
4102;1044;5979;5;13-06-16 20:13;06-06-16 20:15;NULL;NULL
4103;1044;5980;5;13-06-16 20:15;06-06-16 20:16;NULL;NULL
4107;5;5981;1;16-06-16 23:59;08-06-16 00:01;NULL;14-06-16 10:54
4108;1045;5972;5;09-06-16 07:52;08-06-16 07:53;NULL;NULL
4109;5;5982;1;09-06-16 09:42;08-06-16 09:51;NULL;NULL
4110;1045;5983;5;16-06-16 12:22;08-06-16 12:22;NULL;08-06-16 12:24
4111;1045;5983;5;16-06-16 12:23;08-06-16 12:24;NULL;NULL
4113;5;5984;1;09-06-16 14:43;08-06-16 14:44;NULL;08-06-16 14:46
4114;5;5984;1;16-06-16 14:45;08-06-16 14:46;NULL;08-06-16 14:46
4115;5;5984;4;16-06-16 14:45;08-06-16 14:46;NULL;NULL
4116;5;5985;1;09-06-16 18:05;08-06-16 18:07;NULL;NULL
4117;5;5986;4;16-06-16 20:06;08-06-16 20:09;NULL;NULL
4118;6;5987;1;14-06-16 22:57;08-06-16 22:59;NULL;NULL
4119;1045;5988;5;16-06-16 19:57;11-06-16 19:58;NULL;NULL
4120;3;5989;4;13-06-16 06:52;13-06-16 06:54;NULL;NULL
4121;1045;4946;4;23-06-16 10:20;14-06-16 10:21;NULL;NULL
4122;1045;4946;1;23-06-16 10:20;14-06-16 10:21;21-06-16 15:58;NULL
4123;3;5981;4;04-07-16 10:53;14-06-16 10:54;NULL;NULL
4124;5;5990;4;16-06-16 14:19;14-06-16 14:20;NULL;NULL
4125;1;4935;1;29-06-16 12:10;15-06-16 12:10;NULL;29-06-16 17:36
4126;3;5991;5;20-06-16 12:54;15-06-16 12:56;NULL;NULL
4127;1;5992;1;29-06-16 15:30;15-06-16 15:36;NULL;NULL
4128;6;5993;4;21-06-16 20:15;15-06-16 20:17;NULL;NULL
4129;5;5994;1;16-06-16 21:14;15-06-16 21:17;NULL;16-06-16 06:37
4130;3;5994;4;20-06-16 06:37;16-06-16 06:37;NULL;NULL
4132;6;5996;1;21-06-16 12:25;16-06-16 12:26;NULL;17-06-16 07:27
4133;7;5965;4;24-06-16 20:46;16-06-16 20:47;NULL;NULL
4134;1;5996;1;06-07-16 07:27;17-06-16 07:27;NULL;06-07-16 08:33
4135;7;5997;1;17-06-16 07:53;17-06-16 07:58;NULL;17-06-16 08:00
4136;6;5997;4;21-06-16 07:59;17-06-16 08:00;NULL;NULL
4137;3;5999;4;20-06-16 00:01;18-06-16 00:04;NULL;NULL
4141;1055;6000;5;21-06-16 21:10;19-06-16 21:10;NULL;NULL
4142;1055;6000;5;21-06-16 21:10;19-06-16 21:10;NULL;NULL
4143;1044;6001;4;04-07-16 00:02;20-06-16 00:02;NULL;NULL
4144;1044;6002;4;04-07-16 00:05;20-06-16 00:05;NULL;NULL
4146;1055;5999;1;21-06-16 09:08;20-06-16 09:08;NULL;NULL
4147;1055;6003;1;21-06-16 10:02;20-06-16 10:02;NULL;NULL
4149;1056;6004;5;24-06-16 12:47;23-06-16 12:47;NULL;NULL
4150;1056;6005;1;24-06-16 15:30;24-06-16 15:30;NULL;NULL
4151;1056;6006;1;24-06-16 15:38;24-06-16 15:38;NULL;NULL
4152;1056;1094;5;24-06-16 15:54;24-06-16 15:54;NULL;NULL
4153;1055;6007;5;28-06-16 09:37;26-06-16 09:37;NULL;NULL
4154;2;6008;4;15-07-16 11:35;27-06-16 11:35;NULL;NULL
4155;6;6009;1;05-07-16 14:22;27-06-16 14:22;NULL;05-07-16 11:05
4157;1045;6010;1;30-06-16 16:25;28-06-16 16:25;NULL;28-06-16 18:23
4158;1045;6011;4;30-06-16 16:27;28-06-16 16:27;NULL;NULL
4159;1045;6012;5;30-06-16 18:20;28-06-16 18:20;NULL;NULL
4160;1044;6010;4;04-07-16 18:23;28-06-16 18:23;NULL;NULL
4161;1;4935;1;20-07-16 17:36;29-06-16 17:36;NULL;20-07-16 17:35
4162;2;6013;5;01-07-16 06:13;01-07-16 06:13;NULL;NULL
4163;3;6015;3;04-07-16 20:33;02-07-16 20:33;04-07-16 19:48;NULL
4164;3;6016;5;04-07-16 23:01;02-07-16 23:01;NULL;NULL
4165;3;6017;3;11-07-16 08:47;03-07-16 08:47;NULL;NULL
4166;5;6018;5;07-07-16 16:37;03-07-16 16:38;NULL;NULL
4167;3;6015;3;04-07-16 19:19;03-07-16 19:19;NULL;NULL
4168;1045;6019;4;25-08-16 08:14;05-07-16 08:14;NULL;NULL
4171;6;6009;4;12-07-16 11:05;05-07-16 11:05;NULL;18-07-16 09:46
4172;5;6021;3;07-07-16 15:03;05-07-16 15:03;NULL;NULL
4173;5;6022;3;14-07-16 17:34;05-07-16 17:34;NULL;NULL
4174;5;6022;1;14-07-16 17:34;05-07-16 17:34;12-07-16 16:08;NULL
4175;5;6022;1;14-07-16 17:34;05-07-16 17:34;12-07-16 16:08;NULL
4176;5;6022;1;14-07-16 17:34;05-07-16 17:34;12-07-16 16:08;NULL
4177;7;5996;3;08-07-16 08:33;06-07-16 08:33;NULL;NULL
4178;6;6024;1;12-07-16 23:40;07-07-16 23:40;NULL;12-07-16 12:57
4179;1;6025;3;13-07-16 13:55;10-07-16 13:55;NULL;NULL
4180;1;6026;3;13-07-16 13:56;10-07-16 13:56;NULL;NULL
4181;7;6024;4;15-07-16 12:57;12-07-16 12:57;NULL;NULL
4182;1;6013;5;13-07-16 17:12;12-07-16 17:12;NULL;NULL
4183;1045;6031;4;25-08-16 20:13;13-07-16 20:13;NULL;NULL
4184;6;6009;1;30-08-16 09:46;18-07-16 09:46;NULL;29-08-16 19:13
4185;3;6033;4;29-08-16 16:40;18-07-16 16:40;NULL;NULL
4186;7;6034;4;02-09-16 17:08;18-07-16 17:08;NULL;NULL
4187;1;6035;5;20-07-16 03:39;19-07-16 03:39;NULL;20-07-16 14:17
4188;1055;6036;1;09-08-16 06:01;19-07-16 06:01;NULL;NULL
4189;1;6038;1;20-07-16 01:00;20-07-16 01:00;NULL;20-07-16 16:23
4190;2;6035;5;02-09-16 14:17;20-07-16 14:17;NULL;20-07-16 15:13
4191;2;6035;5;22-07-16 15:13;20-07-16 15:13;NULL;20-07-16 16:27
4192;2;6038;4;22-07-16 16:23;20-07-16 16:23;NULL;NULL
4193;1;6035;5;20-07-16 16:27;20-07-16 16:27;NULL;NULL
4194;2;4935;4;16-09-16 17:35;20-07-16 17:35;NULL;NULL
4196;6;6040;3;30-08-16 16:56;24-07-16 16:56;NULL;NULL
4197;3;6041;5;29-08-16 09:23;26-07-16 09:23;NULL;29-08-16 16:07
4198;3;6042;4;05-09-16 17:08;26-07-16 17:08;NULL;NULL
4199;3;6043;5;29-08-16 17:48;27-07-16 17:48;NULL;NULL
4200;6;6044;3;30-08-16 10:34;28-07-16 10:35;NULL;NULL
4201;1057;6045;1;15-09-16 20:17;28-07-16 20:17;01-09-16 08:51;NULL
4202;1057;6045;2;15-09-16 20:22;28-07-16 20:22;NULL;NULL
4203;3;6046;4;29-08-16 15:16;30-07-16 15:16;NULL;NULL
4205;1044;4807;1;19-09-16 08:27;04-08-16 08:27;NULL;25-08-16 08:46
4207;1;6047;4;31-08-16 17:01;04-08-16 17:01;NULL;NULL
4208;1045;6048;3;01-09-16 21:34;04-08-16 21:34;NULL;NULL
4209;5;6049;3;01-09-16 08:40;05-08-16 08:40;NULL;NULL
4210;1;6050;4;21-09-16 10:04;05-08-16 10:04;NULL;NULL
4211;6;6051;3;30-08-16 22:35;05-08-16 22:35;NULL;NULL
4212;1045;4950;4;08-09-16 07:26;06-08-16 07:26;NULL;NULL
4213;1045;6052;4;25-08-16 12:05;06-08-16 12:05;NULL;NULL
4214;3;6053;5;05-09-16 06:26;08-08-16 06:26;NULL;NULL
4215;1056;6054;1;12-08-16 12:04;08-08-16 12:04;12-08-16 16:04;NULL
4216;3;6055;5;29-08-16 19:09;08-08-16 19:09;NULL;NULL
4217;3;6056;5;05-09-16 11:57;09-08-16 11:57;NULL;NULL
4218;3;6057;1;05-09-16 12:13;09-08-16 12:13;05-09-16 20:05;NULL
4220;3;6058;1;29-08-16 16:09;12-08-16 16:09;12-08-16 17:34;NULL
4221;6;6059;1;30-08-16 16:22;12-08-16 16:22;NULL;30-08-16 10:51
4222;1045;6060;5;25-08-16 19:13;12-08-16 19:13;NULL;25-08-16 11:35
4223;2;6061;5;09-09-16 11:02;14-08-16 11:02;NULL;NULL
;;;;;;;
Met vriendelijke groet Marion;;;;;;;
4224;2;6062;4;09-09-16 13:27;15-08-16 13:27;NULL;NULL
4225;1044;6063;2;29-08-16 15:55;15-08-16 15:55;NULL;NULL
4226;1044;6064;1;29-08-16 08:11;16-08-16 08:11;NULL;29-08-16 08:41
4227;3;6065;4;29-08-16 08:36;16-08-16 08:36;NULL;NULL
4228;1045;6066;3;25-08-16 21:51;16-08-16 21:51;NULL;NULL
4229;1045;6067;4;25-08-16 07:19;17-08-16 07:19;NULL;NULL
4231;7;6068;1;09-09-16 13:37;17-08-16 13:37;NULL;17-08-16 13:43
4232;7;6068;1;02-09-16 13:43;17-08-16 13:43;NULL;02-09-16 16:49
4233;6;6069;4;06-09-16 21:13;17-08-16 21:13;NULL;NULL
4234;5;6070;5;08-09-16 04:52;18-08-16 04:52;NULL;NULL
4235;6;6071;1;30-08-16 09:01;18-08-16 09:01;NULL;29-08-16 10:17
4236;3;6072;4;05-09-16 16:17;19-08-16 16:17;NULL;NULL
4237;1044;6073;1;29-08-16 18:01;19-08-16 18:01;NULL;29-08-16 06:38
4238;1045;6074;1;25-08-16 19:31;19-08-16 19:31;25-08-16 18:27;NULL
4239;1044;6075;3;29-08-16 20:36;19-08-16 20:36;NULL;NULL
4240;1045;6076;1;01-09-16 01:11;20-08-16 01:11;NULL;01-09-16 10:51
4241;1044;6077;1;29-08-16 12:07;20-08-16 12:07;NULL;29-08-16 16:45
4242;1044;6078;4;05-09-16 12:28;20-08-16 12:28;NULL;NULL
4243;1044;6079;4;19-09-16 14:19;20-08-16 14:19;NULL;NULL
4244;6;6034;4;06-09-16 13:59;21-08-16 13:59;NULL;NULL
4245;5;6080;5;01-09-16 18:58;22-08-16 18:58;NULL;01-09-16 14:12
4246;6;6081;3;30-08-16 19:23;23-08-16 19:23;NULL;NULL
4247;6;6082;5;06-09-16 01:24;24-08-16 01:24;NULL;NULL
4248;3;6083;4;29-08-16 14:32;24-08-16 14:32;NULL;NULL
4249;3;6084;5;29-08-16 17:17;24-08-16 17:17;NULL;NULL
4250;1045;6085;4;15-09-16 19:45;24-08-16 19:45;NULL;NULL
4251;1;6086;4;21-09-16 08:37;25-08-16 08:37;NULL;NULL
4252;1044;4807;1;19-09-16 08:46;25-08-16 08:46;NULL;19-09-16 09:44
4253;1045;6087;1;25-08-16 09:56;25-08-16 09:56;NULL;25-08-16 15:36
4254;1044;6060;5;29-08-16 11:35;25-08-16 11:35;NULL;NULL
4255;1;6088;1;07-09-16 12:09;25-08-16 12:09;31-08-16 07:48;NULL
4256;1;6088;4;07-09-16 12:09;25-08-16 12:09;NULL;NULL
4257;1;6088;1;07-09-16 12:09;25-08-16 12:09;31-08-16 07:48;NULL
4258;1;6088;1;07-09-16 12:09;25-08-16 12:09;31-08-16 07:49;NULL
4259;1;6088;1;07-09-16 12:09;25-08-16 12:09;31-08-16 07:49;NULL
4260;1044;6089;1;29-08-16 12:18;25-08-16 12:18;NULL;25-08-16 13:48
4261;1044;6089;1;12-09-16 13:48;25-08-16 13:48;NULL;01-09-16 14:07
4262;1045;6087;4;25-08-16 15:36;25-08-16 15:36;NULL;NULL
4263;1044;6090;1;12-09-16 15:46;25-08-16 15:46;NULL;01-09-16 07:49
4264;1056;6091;1;02-09-16 16:15;25-08-16 16:15;25-08-16 17:56;NULL
4266;7;6092;5;02-09-16 20:06;25-08-16 20:06;NULL;NULL
4267;7;6093;5;02-09-16 20:13;25-08-16 20:13;NULL;NULL
4268;1;6094;1;31-08-16 05:49;26-08-16 05:49;NULL;30-08-16 17:22
4269;1044;6095;5;05-09-16 08:14;26-08-16 08:14;NULL;NULL
4270;1;6096;2;07-09-16 10:44;26-08-16 10:44;NULL;07-09-16 09:39
Nu hardlopen elke 3e dag ca 5 - 10 km ;;;;;;;
4271;6;4237;4;20-09-16 15:41;26-08-16 15:41;NULL;NULL
4272;1;6097;4;31-08-16 16:56;26-08-16 16:56;NULL;31-08-16 20:55
4273;7;6098;5;23-09-16 19:53;26-08-16 19:53;NULL;NULL
4274;1055;6099;4;06-09-16 23:01;26-08-16 23:01;NULL;NULL
Boxen 1 jaar;;;;;;;
4275;1;6100;4;21-09-16 05:24;27-08-16 05:24;NULL;NULL
4276;1056;6101;5;23-09-16 06:15;27-08-16 06:15;NULL;NULL
4277;1044;6102;1;12-09-16 12:42;27-08-16 12:42;NULL;07-09-16 16:39
4278;1044;6103;5;29-08-16 13:15;27-08-16 13:15;NULL;NULL
4279;1044;6103;5;29-08-16 13:16;27-08-16 13:16;NULL;NULL
4280;2;6104;3;09-09-16 16:40;27-08-16 16:40;NULL;NULL
4281;2;6105;3;09-09-16 16:43;27-08-16 16:43;NULL;NULL
4284;1055;6107;5;06-09-16 11:12;28-08-16 11:12;NULL;28-08-16 11:27
4285;1055;6107;5;06-09-16 11:27;28-08-16 11:27;NULL;NULL
4286;1045;6108;3;22-09-16 11:42;28-08-16 11:42;NULL;NULL
4287;1;6109;1;21-09-16 14:47;28-08-16 14:47;31-08-16 07:48;NULL
4288;1;6109;1;21-09-16 14:47;28-08-16 14:47;NULL;15-09-16 07:00
